Player,Score,Points,Rebounds,Steals,Assists,Turnovers,Blocks,Dates
nba-andre-iguodala,34.5,13,10,2,5,2,0,2016-01-16
nba-andre-iguodala,21.7,12,1,2,3,0,0,2016-01-18
nba-andre-iguodala,29.1,6,3,5,5,0,1,2016-01-20
nba-andre-iguodala,21.7,9,6,1,3,1,0,2016-01-22
nba-andre-iguodala,21.3,10,4,1,5,3,0,2016-01-25
nba-andre-iguodala,11.2,9,1,2,0,3,0,2016-01-27
nba-andre-iguodala,23.3,2,9,2,5,1,0,2016-01-30
nba-andre-iguodala,29.2,12,6,2,4,0,0,2016-02-03
nba-andre-iguodala,13.4,8,2,0,2,0,0,2016-02-06
nba-andre-iguodala,20.3,8,4,0,7,3,0,2016-02-09
nba-andre-iguodala,20.1,8,3,1,3,0,1,2016-02-10
nba-andre-iguodala,15.8,0,4,3,4,3,1,2016-02-19
nba-andre-iguodala,10.6,0,3,0,4,1,1,2016-02-20
nba-andre-iguodala,12.0,5,5,1,0,1,0,2016-02-22
nba-andre-iguodala,21.4,13,2,0,4,2,1,2016-02-24
nba-andre-iguodala,19.9,3,7,1,3,0,1,2016-02-25
nba-andre-iguodala,34.2,14,6,4,4,1,0,2016-02-27
nba-andre-iguodala,21.9,10,7,0,3,3,1,2016-03-03
nba-andre-iguodala,30.6,12,3,4,4,1,1,2016-03-06
nba-andre-iguodala,11.5,7,0,0,3,0,0,2016-03-09
nba-andre-iguodala,20.1,7,3,0,7,1,0,2016-03-11
nba-andre-iguodala,20.9,2,2,2,7,0,1,2016-03-12
nba-andre-iguodala,7.9,2,2,0,3,1,0,2016-04-05
nba-andre-iguodala,18.8,3,4,1,6,0,0,2016-04-07
nba-andre-iguodala,6.4,0,2,0,2,1,1,2016-04-09
nba-andre-iguodala,5.0,3,0,0,2,1,0,2016-04-10
nba-andre-iguodala,14.3,10,4,1,1,4,0,2016-04-13
nba-andre-iguodala,12.1,2,3,1,3,0,0,current
nba-josh-richardson,3.4,1,2,0,0,0,0,2015-11-05
nba-josh-richardson,8.3,0,4,0,1,0,1,2015-11-12
nba-josh-richardson,19.9,11,2,2,1,3,2,2015-11-21
nba-josh-richardson,21.2,12,1,2,4,2,0,2015-11-30
nba-josh-richardson,0.2,0,1,0,0,1,0,2015-12-05
nba-josh-richardson,7.5,7,0,0,1,1,0,2015-12-07
nba-josh-richardson,33.4,17,2,3,4,0,1,2015-12-09
nba-josh-richardson,-1.0,0,0,0,0,1,0,2015-12-11
nba-josh-richardson,4.2,3,1,0,0,0,0,2015-12-14
nba-josh-richardson,3.2,2,1,0,0,0,0,2015-12-16
nba-josh-richardson,17.1,8,3,2,1,0,0,2015-12-22
nba-josh-richardson,2.0,0,0,0,0,0,1,2015-12-25
nba-josh-richardson,31.5,16,5,2,3,1,1,2015-12-26
nba-josh-richardson,28.0,13,5,1,4,1,1,2015-12-28
nba-josh-richardson,0.0,0,0,0,0,0,0,2015-12-29
nba-josh-richardson,5.4,3,2,0,0,0,0,2016-01-04
nba-josh-richardson,2.7,0,1,0,1,0,0,2016-01-15
nba-josh-richardson,17.6,6,3,1,4,4,2,2016-01-17
nba-josh-richardson,22.7,5,6,0,3,0,3,2016-01-19
nba-josh-richardson,0.7,0,1,0,1,2,0,2016-01-20
nba-josh-richardson,12.9,3,2,3,1,0,0,2016-01-22
nba-josh-richardson,14.9,11,2,0,1,0,0,2016-01-25
nba-josh-richardson,25.4,14,2,2,2,0,1,2016-01-26
nba-josh-richardson,24.3,18,4,0,1,2,1,2016-01-29
nba-josh-richardson,6.2,6,1,0,0,1,0,2016-01-31
nba-josh-richardson,1.2,0,1,0,0,0,0,2016-02-03
nba-josh-richardson,19.6,9,3,2,2,0,0,2016-02-05
nba-josh-richardson,20.4,15,2,1,0,1,1,2016-02-07
nba-josh-richardson,19.4,6,2,2,4,1,1,2016-02-09
nba-josh-richardson,12.4,5,2,1,2,0,0,2016-02-19
nba-josh-richardson,33.8,17,4,2,2,1,3,2016-02-20
nba-josh-richardson,10.1,1,3,1,3,1,0,2016-02-22
nba-josh-richardson,18.6,8,3,2,2,0,0,2016-02-27
nba-josh-richardson,18.4,16,2,0,0,0,0,2016-02-28
nba-josh-richardson,6.0,1,0,1,2,0,0,2016-03-01
nba-josh-richardson,26.4,19,2,1,2,2,1,2016-03-03
nba-josh-richardson,6.0,2,0,0,2,1,1,2016-03-04
nba-josh-richardson,17.5,6,5,0,3,1,1,2016-03-06
nba-josh-richardson,-1.0,0,0,0,0,1,0,2016-03-09
nba-josh-richardson,1.2,0,1,0,0,0,0,2016-03-11
nba-josh-richardson,0.0,0,0,0,0,0,0,2016-03-14
nba-josh-richardson,12.1,7,3,0,1,2,1,2016-03-17
nba-josh-richardson,9.4,4,2,0,2,0,0,2016-03-19
nba-josh-richardson,32.4,22,2,1,4,0,0,2016-03-22
nba-josh-richardson,3.2,0,1,1,0,0,0,2016-03-23
nba-josh-richardson,0.2,0,1,0,0,1,0,2016-03-25
nba-josh-richardson,16.7,3,6,1,1,1,2,2016-03-28
nba-josh-richardson,10.2,7,1,1,0,0,0,2016-03-30
nba-josh-richardson,11.6,8,3,0,0,0,0,2016-04-02
nba-josh-richardson,18.4,14,2,0,2,1,0,2016-04-05
nba-josh-richardson,17.6,9,3,0,4,1,0,2016-04-10
nba-josh-richardson,13.9,6,2,1,3,1,0,2016-04-12
nba-josh-richardson,5.4,3,2,0,0,0,0,current
nba-james-johnson,2.7,0,1,0,1,0,0,2015-10-28
nba-james-johnson,9.8,5,4,0,0,2,1,2015-10-30
nba-james-johnson,14.4,6,2,1,0,0,2,2015-11-03
nba-james-johnson,2.5,1,0,0,1,0,0,2015-11-04
nba-james-johnson,0.0,0,0,0,0,0,0,2015-11-06
nba-james-johnson,16.4,11,2,0,2,0,0,2015-11-08
nba-james-johnson,13.6,5,3,0,4,1,0,2015-11-13
nba-james-johnson,20.5,8,5,1,3,2,1,2015-11-15
nba-james-johnson,17.8,9,4,0,2,1,1,2015-11-17
nba-james-johnson,14.1,5,3,0,3,1,1,2015-11-18
nba-james-johnson,8.0,4,0,2,0,0,0,2015-11-20
nba-james-johnson,0.0,0,0,0,0,0,0,2015-11-25
nba-james-johnson,-1.0,0,0,0,0,1,0,2015-11-28
nba-james-johnson,6.7,2,1,0,1,0,1,2015-11-29
nba-james-johnson,2.2,2,1,0,0,1,0,2015-12-03
nba-james-johnson,18.2,8,1,1,4,3,2,2015-12-07
nba-james-johnson,3.5,2,0,0,1,0,0,2015-12-09
nba-james-johnson,11.7,8,1,1,1,1,0,2015-12-11
nba-james-johnson,6.0,5,0,1,0,1,0,2015-12-13
nba-james-johnson,16.0,6,5,0,4,2,0,2015-12-14
nba-james-johnson,6.7,4,1,0,1,2,1,2015-12-17
nba-james-johnson,7.8,3,4,0,0,0,0,2015-12-18
nba-james-johnson,21.1,7,3,1,3,2,3,2015-12-22
nba-james-johnson,8.2,2,1,1,2,0,0,2015-12-26
nba-james-johnson,12.1,2,3,1,3,0,0,2015-12-28
nba-james-johnson,18.5,11,5,2,1,4,0,2015-12-30
nba-james-johnson,23.4,11,7,2,0,0,0,2016-01-01
nba-james-johnson,10.4,7,2,1,0,1,0,2016-01-03
nba-james-johnson,6.9,3,2,0,1,2,1,2016-01-06
nba-james-johnson,19.5,9,5,1,3,2,0,2016-01-08
nba-james-johnson,19.9,12,2,0,1,0,2,2016-01-18
nba-james-johnson,8.2,8,1,0,0,1,0,2016-01-22
nba-james-johnson,7.7,3,1,0,1,0,1,2016-01-26
nba-james-johnson,25.7,13,1,1,5,0,1,2016-01-30
nba-james-johnson,7.4,2,2,0,2,2,1,2016-02-02
nba-james-johnson,26.7,14,6,2,1,2,1,2016-02-19
nba-james-johnson,19.6,10,3,2,2,1,0,2016-02-21
nba-james-johnson,1.4,0,2,0,0,1,0,2016-02-22
nba-james-johnson,9.6,9,3,0,0,3,0,2016-02-24
nba-james-johnson,3.2,2,1,0,0,0,0,2016-02-26
nba-james-johnson,16.6,8,3,0,2,2,2,2016-02-28
nba-james-johnson,18.8,8,9,0,0,2,1,2016-03-02
nba-james-johnson,2.2,2,1,0,0,1,0,2016-03-04
nba-james-johnson,8.7,4,1,1,1,0,0,2016-03-06
nba-james-johnson,1.2,0,1,0,0,0,0,2016-03-08
nba-james-johnson,6.0,2,0,0,2,1,1,2016-03-12
nba-james-johnson,7.0,5,0,1,0,0,0,2016-03-15
nba-james-johnson,5.2,0,1,0,0,0,2,2016-03-17
nba-james-johnson,18.4,7,7,1,2,2,0,2016-03-18
nba-james-johnson,9.1,1,3,2,1,1,0,2016-03-20
nba-james-johnson,6.5,2,0,2,1,1,0,2016-03-25
nba-james-johnson,14.2,8,1,0,2,0,1,2016-03-26
nba-james-johnson,5.2,2,1,0,2,1,0,2016-03-28
nba-james-johnson,5.4,6,2,0,0,3,0,2016-03-30
nba-james-johnson,12.7,1,1,1,1,1,4,2016-04-02
nba-james-johnson,7.6,4,3,0,0,0,0,2016-04-05
nba-james-johnson,16.0,8,5,0,0,2,2,2016-04-08
nba-james-johnson,3.2,2,1,0,0,0,0,current
nba-luol-deng,26.9,15,7,1,1,0,0,2015-10-28
nba-luol-deng,21.8,9,9,0,2,1,0,2015-10-30
nba-luol-deng,11.6,8,3,0,0,0,0,2015-11-01
nba-luol-deng,19.9,17,2,0,1,1,0,2015-11-03
nba-luol-deng,18.4,11,2,0,4,1,0,2015-11-05
nba-luol-deng,22.0,12,5,1,2,1,0,2015-11-06
nba-luol-deng,11.1,3,3,0,1,1,2,2015-11-08
nba-luol-deng,30.8,14,4,3,4,0,0,2015-11-10
nba-luol-deng,23.6,6,8,1,2,1,2,2015-11-12
nba-luol-deng,24.8,15,4,1,0,1,2,2015-11-17
nba-luol-deng,15.7,5,6,1,3,3,0,2015-11-19
nba-luol-deng,32.7,13,16,0,1,1,0,2015-11-21
nba-luol-deng,11.1,2,3,2,1,2,1,2015-11-23
nba-luol-deng,15.5,6,5,1,1,0,0,2015-12-11
nba-luol-deng,37.8,18,9,2,4,1,0,2015-12-13
nba-luol-deng,30.7,20,6,0,1,0,1,2015-12-14
nba-luol-deng,27.2,10,6,2,4,0,0,2015-12-16
nba-luol-deng,29.3,17,4,2,3,1,0,2015-12-18
nba-luol-deng,21.1,13,3,1,1,1,1,2015-12-20
nba-luol-deng,36.2,19,6,4,2,1,0,2015-12-22
nba-luol-deng,17.6,9,3,1,2,0,0,2015-12-25
nba-luol-deng,19.5,9,5,2,1,1,0,2015-12-26
nba-luol-deng,22.5,10,10,0,1,1,0,2015-12-28
nba-luol-deng,16.8,9,4,1,0,1,1,2015-12-29
nba-luol-deng,25.8,13,9,0,2,1,0,2016-01-01
nba-luol-deng,19.5,9,5,2,1,1,0,2016-01-03
nba-luol-deng,14.1,5,3,0,3,1,1,2016-01-04
nba-luol-deng,24.6,17,3,0,4,2,0,2016-01-06
nba-luol-deng,27.4,16,7,1,0,1,1,2016-01-08
nba-luol-deng,27.4,11,12,1,2,3,0,2016-01-09
nba-luol-deng,19.3,10,4,1,1,1,1,2016-01-11
nba-luol-deng,9.4,9,2,0,0,2,0,2016-01-13
nba-luol-deng,13.1,6,3,2,1,2,0,2016-01-15
nba-luol-deng,27.0,14,10,0,2,2,0,2016-01-17
nba-luol-deng,15.4,11,2,1,0,0,0,2016-01-19
nba-luol-deng,13.4,6,2,0,4,1,0,2016-01-20
nba-luol-deng,18.9,13,2,0,3,1,0,2016-01-25
nba-luol-deng,40.8,12,14,2,4,0,1,2016-01-26
nba-luol-deng,32.6,17,8,2,2,1,0,2016-01-29
nba-luol-deng,14.6,5,3,0,4,0,0,2016-01-31
nba-luol-deng,13.4,7,7,0,0,2,0,2016-02-02
nba-luol-deng,12.7,5,6,0,1,1,0,2016-02-03
nba-luol-deng,24.4,15,7,1,2,4,0,2016-02-05
nba-luol-deng,47.0,27,10,1,4,0,0,2016-02-07
nba-luol-deng,21.4,7,7,1,2,1,1,2016-02-09
nba-luol-deng,14.1,7,3,1,1,0,0,2016-02-19
nba-luol-deng,30.5,20,5,2,1,3,1,2016-02-20
nba-luol-deng,46.2,22,11,1,2,0,3,2016-02-22
nba-luol-deng,26.1,16,8,0,1,3,1,2016-02-24
nba-luol-deng,37.7,16,11,1,3,0,1,2016-02-27
nba-luol-deng,31.1,12,8,1,5,0,0,2016-02-28
nba-luol-deng,21.7,14,6,0,1,1,0,2016-03-01
nba-luol-deng,38.3,22,9,1,3,3,1,2016-03-03
nba-luol-deng,13.8,9,4,0,0,0,0,2016-03-04
nba-luol-deng,24.8,12,4,1,4,0,0,2016-03-06
nba-luol-deng,21.2,10,6,1,2,1,0,2016-03-09
nba-luol-deng,23.4,10,2,2,4,1,1,2016-03-11
nba-luol-deng,23.5,15,5,0,1,1,1,2016-03-12
nba-luol-deng,15.3,9,4,0,1,0,0,2016-03-14
nba-luol-deng,36.6,14,13,3,2,2,0,2016-03-17
nba-luol-deng,24.3,9,4,5,1,1,0,2016-03-19
nba-luol-deng,40.2,20,11,2,2,2,1,2016-03-22
nba-luol-deng,50.2,30,11,4,0,1,0,2016-03-23
nba-luol-deng,13.6,9,3,1,0,1,0,2016-03-25
nba-luol-deng,29.0,17,10,0,2,3,0,2016-03-28
nba-luol-deng,26.1,15,8,0,1,0,0,2016-03-30
nba-luol-deng,30.1,17,8,1,3,3,0,2016-04-01
nba-luol-deng,9.9,4,2,0,1,0,1,2016-04-02
nba-luol-deng,37.1,10,13,1,5,0,1,2016-04-05
nba-luol-deng,10.2,8,1,1,0,1,0,2016-04-07
nba-luol-deng,22.3,8,4,2,1,0,2,2016-04-08
nba-luol-deng,29.9,20,2,2,5,4,0,2016-04-10
nba-luol-deng,27.8,20,4,1,2,2,0,2016-04-12
nba-luol-deng,17.8,11,4,0,2,1,0,2016-04-13
nba-luol-deng,16.3,9,4,1,1,1,0,current
nba-ed-davis,12.8,4,4,1,2,1,0,2015-10-28
nba-ed-davis,27.9,5,12,1,1,1,3,2015-10-30
nba-ed-davis,36.0,9,15,1,4,1,1,2015-10-31
nba-ed-davis,3.2,3,1,0,0,1,0,2015-11-02
nba-ed-davis,14.9,5,7,0,1,0,0,2015-11-04
nba-ed-davis,22.7,10,11,0,1,2,0,2015-11-05
nba-ed-davis,8.9,5,2,0,1,2,1,2015-11-08
nba-ed-davis,30.6,6,13,1,2,0,2,2015-11-09
nba-ed-davis,22.6,9,8,0,2,1,1,2015-11-11
nba-ed-davis,19.6,8,8,0,2,1,0,2015-11-13
nba-ed-davis,19.9,6,7,1,3,1,0,2015-11-15
nba-ed-davis,24.1,5,8,3,1,0,1,2015-11-16
nba-ed-davis,22.8,8,9,0,0,2,3,2015-11-18
nba-ed-davis,18.8,9,4,2,0,1,1,2015-11-20
nba-ed-davis,21.9,4,7,3,1,2,2,2015-11-22
nba-ed-davis,15.8,3,9,1,0,0,0,2015-11-24
nba-ed-davis,21.4,9,7,0,0,0,2,2015-11-28
nba-ed-davis,18.4,8,7,0,2,1,0,2015-11-30
nba-ed-davis,2.2,2,1,0,0,1,0,2015-12-01
nba-ed-davis,21.3,11,4,1,1,0,1,2015-12-03
nba-ed-davis,5.4,4,2,0,0,1,0,2015-12-05
nba-ed-davis,24.8,5,9,2,2,0,1,2015-12-07
nba-ed-davis,9.2,2,6,0,0,0,0,2015-12-08
nba-ed-davis,6.6,3,3,0,0,0,0,2015-12-11
nba-ed-davis,25.7,7,11,1,1,0,1,2015-12-12
nba-ed-davis,17.8,8,4,1,2,0,0,2015-12-14
nba-ed-davis,30.5,14,10,1,1,1,1,2015-12-16
nba-ed-davis,15.2,4,6,2,0,0,0,2015-12-18
nba-ed-davis,27.2,12,11,1,0,0,0,2015-12-20
nba-ed-davis,15.4,2,12,0,0,1,0,2015-12-21
nba-ed-davis,14.9,4,7,1,1,1,0,2015-12-23
nba-ed-davis,19.5,6,5,1,3,1,1,2015-12-26
nba-ed-davis,18.1,1,13,0,1,2,1,2015-12-30
nba-ed-davis,5.2,2,1,0,0,2,2,2015-12-31
nba-ed-davis,8.4,1,7,0,0,1,0,2016-01-03
nba-ed-davis,28.5,13,10,0,1,0,1,2016-01-04
nba-ed-davis,10.7,2,6,0,1,0,0,2016-01-06
nba-ed-davis,23.3,9,9,0,1,2,2,2016-01-08
nba-ed-davis,4.4,0,2,1,0,0,0,2016-01-10
nba-ed-davis,13.5,3,5,2,1,1,0,2016-01-13
nba-ed-davis,28.1,13,8,0,1,0,2,2016-01-15
nba-ed-davis,12.3,6,4,0,1,0,0,2016-01-16
nba-ed-davis,23.1,7,8,0,1,1,3,2016-01-18
nba-ed-davis,32.8,16,9,3,2,3,0,2016-01-20
nba-ed-davis,20.5,11,5,1,1,2,1,2016-01-23
nba-ed-davis,28.0,10,10,1,0,0,2,2016-01-26
nba-ed-davis,13.7,4,6,0,1,1,1,2016-01-29
nba-ed-davis,22.4,6,7,2,2,1,1,2016-01-31
nba-ed-davis,16.1,9,3,0,1,0,1,2016-02-02
nba-ed-davis,13.8,6,4,1,2,2,0,2016-02-04
nba-ed-davis,10.2,3,6,0,0,0,0,2016-02-06
nba-ed-davis,23.9,6,12,1,1,2,1,2016-02-08
nba-ed-davis,15.8,8,4,0,2,0,0,2016-02-10
nba-ed-davis,28.1,7,8,1,3,1,3,2016-02-19
nba-ed-davis,7.8,3,4,0,0,0,0,2016-02-21
nba-ed-davis,29.6,12,8,2,0,0,2,2016-02-23
nba-ed-davis,35.0,17,15,0,0,2,1,2016-02-25
nba-ed-davis,2.8,0,4,0,0,2,0,2016-02-27
nba-ed-davis,31.6,10,13,0,2,1,2,2016-02-28
nba-ed-davis,16.2,2,11,1,0,1,0,2016-03-01
nba-ed-davis,27.3,10,9,0,3,0,1,2016-03-02
nba-ed-davis,13.0,4,5,0,0,1,2,2016-03-04
nba-ed-davis,28.4,12,12,0,2,1,0,2016-03-06
nba-ed-davis,14.4,6,7,0,0,0,0,2016-03-08
nba-ed-davis,16.1,9,3,0,3,1,0,2016-03-11
nba-ed-davis,8.8,4,4,0,0,0,0,2016-03-12
nba-ed-davis,19.8,9,9,0,0,0,0,2016-03-14
nba-ed-davis,27.3,6,9,0,3,0,3,2016-03-17
nba-ed-davis,26.3,4,9,2,1,0,3,2016-03-18
nba-ed-davis,19.1,6,8,0,1,0,1,2016-03-20
nba-ed-davis,32.1,6,13,2,3,0,1,2016-03-23
nba-ed-davis,36.6,12,13,3,2,4,2,2016-03-24
nba-ed-davis,10.6,3,3,0,0,0,2,2016-03-26
nba-ed-davis,10.1,2,3,1,1,1,1,2016-03-28
nba-ed-davis,22.3,5,9,1,3,0,0,2016-03-31
nba-ed-davis,20.6,9,8,0,2,1,0,2016-04-02
nba-ed-davis,21.8,9,9,1,2,3,0,2016-04-03
nba-ed-davis,19.2,1,11,1,0,1,2,2016-04-05
nba-ed-davis,27.7,11,6,2,3,1,1,2016-04-06
nba-ed-davis,37.3,9,9,3,1,0,5,2016-04-09
nba-ed-davis,13.1,2,8,0,1,0,0,2016-04-13
nba-ed-davis,19.8,9,9,0,0,0,0,current
nba-patrick-patterson,9.0,8,0,1,0,1,0,2015-10-28
nba-patrick-patterson,3.9,3,2,0,1,3,0,2015-10-30
nba-patrick-patterson,-0.6,0,2,0,0,3,0,2015-11-01
nba-patrick-patterson,34.1,18,8,3,1,1,0,2015-11-03
nba-patrick-patterson,17.4,6,7,1,0,1,1,2015-11-04
nba-patrick-patterson,14.3,8,4,1,1,2,0,2015-11-06
nba-patrick-patterson,29.2,14,6,1,2,1,2,2015-11-08
nba-patrick-patterson,10.4,7,2,0,0,1,1,2015-11-10
nba-patrick-patterson,7.6,0,3,0,2,1,1,2015-11-11
nba-patrick-patterson,9.6,5,3,1,0,1,0,2015-11-13
nba-patrick-patterson,18.9,7,7,2,1,2,0,2015-11-15
nba-patrick-patterson,20.3,10,4,3,1,2,0,2015-11-17
nba-patrick-patterson,28.4,11,7,1,2,0,2,2015-11-18
nba-patrick-patterson,12.3,3,4,0,3,0,0,2015-11-20
nba-patrick-patterson,15.8,8,4,0,2,0,0,2015-11-22
nba-patrick-patterson,14.8,7,4,0,2,0,0,2015-11-25
nba-patrick-patterson,20.1,16,3,0,1,1,0,2015-11-28
nba-patrick-patterson,21.3,6,4,3,3,0,0,2015-11-29
nba-patrick-patterson,8.6,3,3,2,0,2,0,2015-12-02
nba-patrick-patterson,12.8,2,4,0,2,1,2,2015-12-03
nba-patrick-patterson,8.0,0,5,1,0,0,0,2015-12-05
nba-patrick-patterson,13.2,7,6,0,0,1,0,2015-12-07
nba-patrick-patterson,1.0,0,0,1,0,1,0,2015-12-09
nba-patrick-patterson,15.5,8,5,1,1,2,0,2015-12-11
nba-patrick-patterson,15.6,8,3,1,0,0,1,2015-12-13
nba-patrick-patterson,11.6,2,3,1,2,1,1,2015-12-14
nba-patrick-patterson,13.8,9,4,0,0,0,0,2015-12-17
nba-patrick-patterson,9.0,9,0,1,0,2,0,2015-12-18
nba-patrick-patterson,10.1,5,3,0,1,0,0,2015-12-20
nba-patrick-patterson,10.2,4,6,0,0,1,0,2015-12-22
nba-patrick-patterson,23.1,13,3,1,1,1,2,2015-12-26
nba-patrick-patterson,21.5,4,10,1,1,0,1,2015-12-28
nba-patrick-patterson,22.9,9,7,1,3,1,0,2015-12-30
nba-patrick-patterson,14.1,2,8,1,1,1,0,2016-01-01
nba-patrick-patterson,9.4,2,2,1,2,0,0,2016-01-03
nba-patrick-patterson,21.1,10,3,2,3,1,0,2016-01-04
nba-patrick-patterson,14.0,10,5,0,0,2,0,2016-01-06
nba-patrick-patterson,24.9,12,7,2,1,1,0,2016-01-09
nba-patrick-patterson,26.9,7,7,0,5,0,2,2016-01-14
nba-patrick-patterson,16.2,8,6,0,0,1,1,2016-01-18
nba-patrick-patterson,15.1,2,8,1,1,0,0,2016-01-20
nba-patrick-patterson,17.4,11,2,0,2,1,1,2016-01-22
nba-patrick-patterson,20.9,7,2,2,3,1,2,2016-01-24
nba-patrick-patterson,25.5,16,5,0,3,1,0,2016-01-26
nba-patrick-patterson,16.1,11,3,0,1,0,0,2016-01-28
nba-patrick-patterson,14.0,9,5,1,0,3,0,2016-01-30
nba-patrick-patterson,7.1,5,3,0,1,3,0,2016-02-01
nba-patrick-patterson,6.4,5,2,0,0,1,0,2016-02-02
nba-patrick-patterson,9.6,6,3,0,0,0,0,2016-02-04
nba-patrick-patterson,21.6,11,3,1,2,0,1,2016-02-08
nba-patrick-patterson,8.6,3,3,0,2,1,0,2016-02-10
nba-patrick-patterson,12.1,2,3,1,3,0,0,2016-02-19
nba-patrick-patterson,16.7,9,6,0,1,1,0,2016-02-21
nba-patrick-patterson,20.6,11,8,0,0,0,0,2016-02-22
nba-patrick-patterson,8.7,2,1,1,1,0,1,2016-02-24
nba-patrick-patterson,7.0,0,5,1,0,1,0,2016-02-26
nba-patrick-patterson,20.8,12,4,0,2,1,1,2016-02-28
nba-patrick-patterson,18.2,15,1,1,0,0,0,2016-03-02
nba-patrick-patterson,16.2,7,6,0,0,2,2,2016-03-04
nba-patrick-patterson,6.0,2,5,0,0,2,0,2016-03-06
nba-patrick-patterson,21.9,7,7,1,3,0,0,2016-03-08
nba-patrick-patterson,12.6,5,3,0,2,1,1,2016-03-10
nba-patrick-patterson,28.9,12,7,1,3,0,1,2016-03-12
nba-patrick-patterson,12.2,2,6,2,0,1,0,2016-03-14
nba-patrick-patterson,23.7,14,6,1,1,1,0,2016-03-15
nba-patrick-patterson,25.2,13,6,0,2,0,1,2016-03-17
nba-patrick-patterson,7.2,2,1,1,2,1,0,2016-03-18
nba-patrick-patterson,0.5,0,0,0,1,1,0,2016-03-25
nba-patrick-patterson,20.2,8,6,0,2,0,1,2016-03-26
nba-patrick-patterson,19.4,6,7,1,2,0,0,2016-03-28
nba-patrick-patterson,10.2,10,1,0,0,1,0,2016-03-30
nba-patrick-patterson,20.3,12,4,0,1,0,1,2016-04-01
nba-patrick-patterson,25.7,10,6,1,3,0,1,2016-04-02
nba-patrick-patterson,21.3,7,9,1,1,0,0,2016-04-05
nba-patrick-patterson,12.4,4,7,0,0,0,0,2016-04-07
nba-patrick-patterson,15.0,7,5,0,0,0,1,2016-04-08
nba-patrick-patterson,4.6,2,3,0,0,1,0,2016-04-10
nba-patrick-patterson,14.8,3,4,2,2,2,1,2016-04-12
nba-patrick-patterson,6.4,2,2,0,2,1,0,2016-04-13
nba-patrick-patterson,6.6,2,3,1,0,1,0,current
nba-hassan-whiteside,22.6,6,8,1,0,1,3,2015-10-28
nba-hassan-whiteside,20.2,7,6,0,0,0,3,2015-10-30
nba-hassan-whiteside,40.2,18,11,1,0,3,5,2015-11-01
nba-hassan-whiteside,23.0,8,10,0,0,1,2,2015-11-03
nba-hassan-whiteside,38.8,13,9,1,0,3,8,2015-11-05
nba-hassan-whiteside,32.2,10,11,1,0,1,4,2015-11-06
nba-hassan-whiteside,44.8,24,14,1,0,4,3,2015-11-08
nba-hassan-whiteside,43.0,19,15,0,0,0,3,2015-11-10
nba-hassan-whiteside,38.8,19,9,1,0,1,4,2015-11-12
nba-hassan-whiteside,33.6,8,13,0,0,0,5,2015-11-17
nba-hassan-whiteside,29.8,7,9,1,0,0,5,2015-11-19
nba-hassan-whiteside,48.0,13,15,1,0,1,8,2015-11-21
nba-hassan-whiteside,24.8,14,4,0,0,0,3,2015-11-25
nba-hassan-whiteside,41.2,16,16,0,0,2,4,2015-11-27
nba-hassan-whiteside,38.4,14,12,1,0,0,4,2015-11-30
nba-hassan-whiteside,35.6,20,13,0,0,2,1,2015-12-03
nba-hassan-whiteside,33.8,6,14,0,0,1,6,2015-12-05
nba-hassan-whiteside,42.6,23,13,0,0,2,3,2015-12-07
nba-hassan-whiteside,34.3,12,14,1,1,2,2,2015-12-09
nba-hassan-whiteside,47.2,20,11,1,0,0,6,2015-12-11
nba-hassan-whiteside,22.6,11,8,0,0,2,2,2015-12-13
nba-hassan-whiteside,54.8,22,14,0,0,4,10,2015-12-14
nba-hassan-whiteside,45.8,25,19,0,0,4,1,2015-12-16
nba-hassan-whiteside,13.2,4,6,0,0,2,2,2015-12-20
nba-hassan-whiteside,28.0,18,10,0,0,4,1,2015-12-22
nba-hassan-whiteside,17.1,6,8,0,1,6,3,2015-12-25
nba-hassan-whiteside,41.1,27,8,1,1,1,1,2015-12-26
nba-hassan-whiteside,40.2,13,16,0,0,0,4,2015-12-28
nba-hassan-whiteside,34.2,14,11,1,0,3,4,2015-12-29
nba-hassan-whiteside,43.2,13,16,1,2,0,3,2016-01-01
nba-hassan-whiteside,27.6,8,13,0,0,2,3,2016-01-03
nba-hassan-whiteside,28.6,6,13,0,2,2,3,2016-01-06
nba-hassan-whiteside,7.9,2,2,1,1,2,1,2016-01-08
nba-hassan-whiteside,51.3,26,14,0,1,1,4,2016-01-09
nba-hassan-whiteside,23.8,12,9,0,0,7,4,2016-01-11
nba-hassan-whiteside,31.4,8,12,1,0,1,4,2016-01-13
nba-hassan-whiteside,35.8,9,14,1,0,2,5,2016-01-15
nba-hassan-whiteside,17.1,8,8,0,1,4,1,2016-01-17
nba-hassan-whiteside,55.6,25,23,0,0,1,2,2016-01-19
nba-hassan-whiteside,48.7,22,11,2,1,2,5,2016-01-20
nba-hassan-whiteside,37.1,6,13,1,1,0,6,2016-01-22
nba-hassan-whiteside,33.6,15,13,0,0,3,3,2016-02-03
nba-hassan-whiteside,32.7,9,11,1,1,3,5,2016-02-05
nba-hassan-whiteside,40.6,21,13,1,0,2,2,2016-02-07
nba-hassan-whiteside,14.8,5,9,0,0,1,0,2016-02-09
nba-hassan-whiteside,26.4,17,7,1,0,3,1,2016-02-20
nba-hassan-whiteside,51.4,20,17,0,0,3,7,2016-02-22
nba-hassan-whiteside,62.4,19,17,1,2,4,11,2016-02-24
