Player,Score,Points,Rebounds,Steals,Assists,Turnovers,Blocks,Dates
nba-draymond-green,41.6,11,13,0,10,2,1,2015-10-27
nba-draymond-green,29.5,9,10,0,9,7,1,2015-10-30
nba-draymond-green,37.2,6,11,0,10,1,2,2015-10-31
nba-draymond-green,35.8,19,4,2,6,3,1,2015-11-02
nba-draymond-green,51.0,20,10,2,10,4,2,2015-11-04
nba-draymond-green,39.9,17,7,2,5,3,3,2015-11-06
nba-draymond-green,54.2,16,11,5,10,2,1,2015-11-07
nba-draymond-green,31.7,4,11,0,9,5,3,2015-11-09
nba-draymond-green,21.2,7,6,0,4,3,2,2015-11-11
nba-draymond-green,39.1,14,8,2,7,1,1,2015-11-12
nba-draymond-green,49.3,16,9,6,7,4,2,2015-11-14
nba-draymond-green,43.8,21,9,1,8,2,0,2015-11-17
nba-draymond-green,44.2,18,11,0,10,2,0,2015-11-19
nba-draymond-green,45.8,25,9,2,4,4,2,2015-11-20
nba-draymond-green,54.0,16,10,2,12,4,4,2015-11-22
nba-draymond-green,27.3,7,9,3,5,4,0,2015-11-24
nba-draymond-green,41.4,20,12,0,8,5,0,2015-11-27
nba-draymond-green,35.0,9,15,0,6,1,0,2015-11-28
nba-draymond-green,51.8,24,9,3,6,4,3,2015-11-30
nba-draymond-green,33.5,6,10,1,9,0,0,2015-12-02
nba-draymond-green,37.8,11,9,0,8,2,3,2015-12-05
nba-draymond-green,36.7,12,6,3,9,6,2,2015-12-06
nba-draymond-green,26.7,10,11,0,3,3,1,2015-12-08
nba-draymond-green,14.6,10,3,0,4,5,0,2015-12-11
nba-draymond-green,36.8,16,9,0,6,1,1,2015-12-12
nba-draymond-green,31.8,15,4,1,8,4,1,2015-12-16
nba-draymond-green,28.5,5,5,1,9,2,2,2015-12-18
nba-draymond-green,24.3,8,9,0,5,2,0,2015-12-23
nba-draymond-green,56.8,2,14,6,14,3,4,2015-12-25
nba-draymond-green,22.8,11,4,0,4,1,1,2015-12-28
nba-draymond-green,49.4,19,7,2,10,1,2,2015-12-30
nba-draymond-green,37.9,18,7,1,5,2,2,2015-12-31
nba-draymond-green,24.5,10,5,2,5,3,0,2016-01-02
nba-draymond-green,51.7,15,16,1,9,2,2,2016-01-04
nba-draymond-green,35.2,21,6,1,4,3,1,2016-01-05
nba-draymond-green,38.3,6,14,2,9,4,1,2016-01-08
nba-draymond-green,23.6,10,8,1,2,1,0,2016-01-09
nba-draymond-green,42.5,6,10,4,9,1,2,2016-01-11
nba-draymond-green,43.2,22,11,4,2,3,0,2016-01-13
nba-draymond-green,58.0,22,10,2,10,1,3,2016-01-14
nba-draymond-green,38.6,25,8,2,4,6,0,2016-01-16
nba-draymond-green,45.4,22,12,1,6,2,0,2016-01-18
nba-draymond-green,37.8,15,9,1,6,3,2,2016-01-20
nba-draymond-green,49.1,15,13,4,9,5,1,2016-01-22
nba-draymond-green,47.1,17,13,2,7,2,1,2016-01-25
nba-draymond-green,30.9,9,12,0,5,2,1,2016-01-27
nba-draymond-green,29.8,11,9,2,4,2,0,2016-01-30
nba-draymond-green,32.4,12,12,2,4,4,0,2016-01-31
nba-draymond-green,32.9,9,7,2,7,1,1,2016-02-03
nba-draymond-green,46.7,13,11,1,11,4,3,2016-02-06
nba-draymond-green,24.3,9,9,0,5,3,0,2016-02-09
nba-draymond-green,42.7,24,11,1,5,6,1,2016-02-10
nba-draymond-green,50.0,12,10,1,12,4,5,2016-02-19
nba-draymond-green,42.4,16,7,0,10,1,2,2016-02-20
nba-draymond-green,53.2,10,11,2,16,2,2,2016-02-22
nba-draymond-green,34.8,11,9,3,6,4,1,2016-02-24
nba-draymond-green,46.2,23,11,1,4,4,3,2016-02-25
nba-draymond-green,30.3,10,9,2,7,5,0,2016-02-27
nba-draymond-green,28.3,9,9,1,5,3,1,2016-03-01
nba-draymond-green,19.7,9,6,1,3,3,0,2016-03-03
nba-draymond-green,51.2,13,11,1,12,3,4,2016-03-06
nba-draymond-green,25.4,13,7,0,4,4,1,2016-03-07
nba-draymond-green,36.4,14,12,0,4,4,3,2016-03-09
nba-draymond-green,40.7,19,6,1,9,3,1,2016-03-11
nba-draymond-green,34.8,12,9,0,8,2,1,2016-03-12
nba-draymond-green,44.3,22,9,1,7,1,0,2016-03-14
nba-draymond-green,50.5,22,15,0,7,4,2,2016-03-18
nba-draymond-green,35.6,13,8,1,6,4,3,2016-03-19
nba-draymond-green,34.8,11,9,1,8,3,1,2016-03-21
nba-draymond-green,50.0,13,15,1,10,2,2,2016-03-23
nba-draymond-green,38.1,10,13,2,9,7,1,2016-03-25
nba-draymond-green,33.7,18,6,1,7,4,0,2016-03-27
nba-draymond-green,43.0,14,10,1,10,4,2,2016-03-29
nba-draymond-green,33.8,12,4,5,8,5,0,2016-03-30
nba-draymond-green,67.2,24,11,5,8,2,5,2016-04-01
nba-draymond-green,31.3,11,9,1,7,5,1,2016-04-03
nba-draymond-green,29.8,1,9,2,10,7,3,2016-04-05
nba-draymond-green,56.6,23,8,2,12,2,2,2016-04-07
nba-draymond-green,24.8,8,9,1,4,4,1,2016-04-09
nba-draymond-green,77.4,29,17,4,14,3,1,2016-04-10
nba-draymond-green,31.4,14,12,0,8,9,0,2016-04-13
nba-draymond-green,26.8,10,9,1,4,4,1,current
nba-andrew-bogut,15.2,6,6,0,0,2,2,2015-10-27
nba-andrew-bogut,19.9,0,12,1,3,3,1,2015-11-09
nba-andrew-bogut,23.2,8,6,1,2,3,3,2015-11-11
nba-andrew-bogut,27.3,4,9,1,5,1,2,2015-11-12
nba-andrew-bogut,11.8,4,4,0,2,2,1,2015-11-14
nba-andrew-bogut,20.7,9,11,0,1,5,1,2015-11-17
nba-andrew-bogut,4.0,4,0,0,0,2,1,2015-11-19
nba-andrew-bogut,11.2,4,6,0,0,0,0,2015-11-20
nba-andrew-bogut,15.4,7,2,0,2,1,2,2015-11-22
nba-andrew-bogut,13.6,4,3,1,2,1,1,2015-11-24
nba-andrew-bogut,24.9,2,7,0,3,0,5,2015-11-27
nba-andrew-bogut,17.4,0,12,0,4,3,0,2015-12-02
nba-andrew-bogut,21.2,4,6,1,2,1,3,2015-12-05
nba-andrew-bogut,40.5,10,15,1,5,1,2,2015-12-06
nba-andrew-bogut,20.2,7,6,1,2,1,1,2015-12-08
nba-andrew-bogut,43.7,13,11,3,1,2,6,2015-12-11
nba-andrew-bogut,1.7,0,1,0,1,1,0,2015-12-12
nba-andrew-bogut,3.4,2,2,0,0,1,0,2015-12-16
nba-andrew-bogut,18.3,4,9,0,3,1,0,2015-12-18
nba-andrew-bogut,33.2,3,11,1,4,1,5,2015-12-23
nba-andrew-bogut,30.0,4,10,3,6,5,2,2015-12-25
nba-andrew-bogut,10.3,4,4,0,1,0,0,2015-12-28
nba-andrew-bogut,10.4,4,2,0,2,1,1,2015-12-30
nba-andrew-bogut,10.8,0,4,0,2,1,2,2015-12-31
nba-andrew-bogut,45.6,10,18,2,4,2,3,2016-01-02
nba-andrew-bogut,9.2,2,6,0,2,3,0,2016-01-04
nba-andrew-bogut,9.9,3,7,0,1,3,0,2016-01-05
nba-andrew-bogut,36.4,19,7,2,2,0,1,2016-01-08
nba-andrew-bogut,29.5,12,5,0,5,0,2,2016-01-09
nba-andrew-bogut,17.8,3,4,1,2,1,3,2016-01-11
nba-andrew-bogut,19.7,2,6,0,7,0,0,2016-01-13
nba-andrew-bogut,15.8,6,4,0,2,0,1,2016-01-16
nba-andrew-bogut,30.4,6,12,1,2,1,3,2016-01-18
nba-andrew-bogut,14.9,2,7,0,1,1,2,2016-01-20
nba-andrew-bogut,18.8,6,4,0,2,1,3,2016-01-22
nba-andrew-bogut,14.3,5,4,0,3,2,1,2016-01-25
nba-andrew-bogut,18.6,6,8,0,2,2,1,2016-01-27
nba-andrew-bogut,12.5,5,5,0,1,2,1,2016-01-30
nba-andrew-bogut,26.0,4,10,0,4,0,2,2016-01-31
nba-andrew-bogut,20.8,8,9,0,2,1,0,2016-02-03
nba-andrew-bogut,8.0,0,5,0,2,1,0,2016-02-06
nba-andrew-bogut,22.2,4,11,0,2,0,1,2016-02-09
nba-andrew-bogut,23.5,9,10,1,1,1,0,2016-02-10
nba-andrew-bogut,10.6,2,3,0,0,1,3,2016-02-19
nba-andrew-bogut,37.2,8,16,0,4,0,2,2016-02-20
nba-andrew-bogut,19.7,2,11,0,3,0,0,2016-02-22
nba-andrew-bogut,13.7,2,6,0,1,1,2,2016-02-24
nba-andrew-bogut,6.2,2,1,0,2,0,0,2016-02-27
nba-andrew-bogut,15.8,4,4,0,2,0,2,2016-03-01
nba-andrew-bogut,17.3,2,9,0,3,0,0,2016-03-03
nba-andrew-bogut,19.3,2,9,0,1,1,3,2016-03-06
nba-andrew-bogut,26.4,10,7,1,4,2,1,2016-03-09
nba-andrew-bogut,13.3,4,4,0,3,2,1,2016-03-11
nba-andrew-bogut,25.2,13,6,1,2,2,1,2016-03-12
nba-andrew-bogut,32.6,10,13,0,4,1,1,2016-03-14
nba-andrew-bogut,16.7,2,6,0,1,0,3,2016-03-16
nba-andrew-bogut,15.7,2,6,0,3,2,2,2016-03-18
nba-andrew-bogut,12.0,4,5,0,2,3,1,2016-03-19
nba-andrew-bogut,32.4,15,7,1,2,2,3,2016-03-23
nba-andrew-bogut,27.8,4,9,2,2,0,3,2016-03-25
nba-andrew-bogut,28.7,6,11,1,3,1,2,2016-03-27
nba-andrew-bogut,32.5,14,10,1,1,1,2,2016-03-29
nba-andrew-bogut,26.9,4,7,2,7,0,0,2016-03-30
nba-andrew-bogut,19.0,4,5,1,2,0,2,2016-04-01
nba-andrew-bogut,12.3,4,4,0,1,2,2,2016-04-03
nba-andrew-bogut,19.5,4,5,0,1,0,4,2016-04-05
nba-andrew-bogut,23.4,8,7,0,2,0,2,2016-04-07
nba-andrew-bogut,21.9,4,7,0,1,0,4,2016-04-09
nba-andrew-bogut,21.3,8,9,0,1,1,1,2016-04-10
nba-andrew-bogut,27.8,12,4,1,4,1,2,2016-04-13
nba-andrew-bogut,14.8,4,4,0,2,1,2,current
nba-shaun-livingston,16.6,6,3,0,4,1,1,2015-10-27
nba-shaun-livingston,14.1,8,3,0,3,2,0,2015-10-30
nba-shaun-livingston,12.8,2,4,0,4,0,0,2015-10-31
nba-shaun-livingston,23.6,7,3,1,6,0,1,2015-11-02
nba-shaun-livingston,19.9,9,2,2,5,3,0,2015-11-04
nba-shaun-livingston,14.2,4,1,1,4,1,1,2015-11-06
nba-shaun-livingston,18.2,9,1,0,4,0,1,2015-11-07
nba-shaun-livingston,13.4,4,2,1,4,1,0,2015-11-09
nba-shaun-livingston,11.0,6,0,1,2,0,0,2015-11-11
nba-shaun-livingston,31.4,11,2,3,8,0,0,2015-11-12
nba-shaun-livingston,12.4,8,2,0,2,3,1,2015-11-14
nba-shaun-livingston,14.8,2,4,0,6,1,0,2015-11-20
nba-shaun-livingston,10.2,6,1,0,2,0,0,2015-11-22
nba-shaun-livingston,8.4,5,2,1,0,1,0,2015-11-24
nba-shaun-livingston,8.9,4,2,0,1,1,1,2015-11-27
nba-shaun-livingston,10.4,4,2,1,2,1,0,2015-11-28
nba-shaun-livingston,26.4,8,2,3,4,0,2,2015-11-30
nba-shaun-livingston,11.2,6,1,1,2,1,0,2015-12-02
nba-shaun-livingston,11.4,4,2,0,2,0,1,2015-12-05
nba-shaun-livingston,19.1,14,3,1,1,2,0,2015-12-06
nba-shaun-livingston,10.2,4,1,0,4,1,0,2015-12-08
nba-shaun-livingston,10.2,4,1,0,4,1,0,2015-12-11
nba-shaun-livingston,10.4,8,2,0,0,0,0,2015-12-12
nba-shaun-livingston,15.9,2,2,2,5,0,0,2015-12-16
nba-shaun-livingston,13.2,4,1,1,4,0,0,2015-12-18
nba-shaun-livingston,14.6,8,3,1,2,2,0,2015-12-23
nba-shaun-livingston,14.6,7,3,1,2,1,0,2015-12-25
nba-shaun-livingston,12.4,4,2,0,4,2,1,2015-12-28
nba-shaun-livingston,15.4,6,2,0,4,1,1,2015-12-30
nba-shaun-livingston,13.9,7,2,0,3,0,0,2015-12-31
nba-shaun-livingston,10.1,4,3,0,3,2,0,2016-01-02
nba-shaun-livingston,14.8,8,4,0,2,1,0,2016-01-04
nba-shaun-livingston,9.7,2,1,2,3,2,0,2016-01-05
nba-shaun-livingston,8.7,4,1,0,1,2,2,2016-01-08
nba-shaun-livingston,14.6,6,3,0,2,0,1,2016-01-09
nba-shaun-livingston,10.4,4,2,1,2,1,0,2016-01-11
nba-shaun-livingston,19.4,13,2,2,2,3,0,2016-01-13
nba-shaun-livingston,14.6,8,3,0,4,3,0,2016-01-14
nba-shaun-livingston,15.2,8,1,0,4,0,0,2016-01-16
nba-shaun-livingston,6.9,0,2,0,3,0,0,2016-01-18
nba-shaun-livingston,20.6,16,3,1,2,4,0,2016-01-20
nba-shaun-livingston,21.7,6,6,2,3,0,0,2016-01-22
nba-shaun-livingston,7.2,3,1,0,0,1,2,2016-01-25
nba-shaun-livingston,12.7,5,1,1,3,0,0,2016-01-27
nba-shaun-livingston,29.3,13,4,2,7,3,0,2016-01-30
nba-shaun-livingston,21.5,11,5,1,3,2,0,2016-01-31
nba-shaun-livingston,5.2,4,1,0,0,0,0,2016-02-03
nba-shaun-livingston,10.7,6,1,0,3,1,0,2016-02-09
nba-shaun-livingston,13.9,4,2,0,5,0,0,2016-02-10
nba-shaun-livingston,16.2,10,1,1,2,0,0,2016-02-19
nba-shaun-livingston,22.5,12,0,2,5,1,0,2016-02-20
nba-shaun-livingston,15.5,8,0,0,3,1,2,2016-02-22
nba-shaun-livingston,15.4,8,2,1,2,0,0,2016-02-24
nba-shaun-livingston,12.4,6,2,0,2,1,1,2016-02-25
nba-shaun-livingston,12.7,6,1,1,3,1,0,2016-02-27
nba-shaun-livingston,10.1,6,3,0,1,1,0,2016-03-01
nba-shaun-livingston,0.7,0,1,0,1,2,0,2016-03-03
nba-shaun-livingston,20.1,6,3,0,7,0,0,2016-03-06
nba-shaun-livingston,10.9,4,2,0,3,0,0,2016-03-07
nba-shaun-livingston,10.2,4,1,0,4,1,0,2016-03-09
nba-shaun-livingston,14.1,4,3,2,3,2,0,2016-03-11
nba-shaun-livingston,8.8,2,4,0,2,3,1,2016-03-12
nba-shaun-livingston,23.1,12,3,0,3,1,2,2016-03-14
nba-shaun-livingston,23.2,17,1,0,4,1,0,2016-03-16
nba-shaun-livingston,20.3,8,4,2,3,1,0,2016-03-18
nba-shaun-livingston,23.2,6,6,2,4,2,1,2016-03-19
nba-shaun-livingston,22.5,2,5,4,3,0,1,2016-03-21
nba-shaun-livingston,18.5,11,0,2,3,1,0,2016-03-25
nba-shaun-livingston,16.7,6,1,1,5,0,0,2016-03-27
nba-shaun-livingston,10.6,9,3,0,0,2,0,2016-03-29
nba-shaun-livingston,11.3,4,4,1,1,1,0,2016-03-30
nba-shaun-livingston,13.4,2,2,1,4,1,1,2016-04-01
nba-shaun-livingston,24.6,6,3,1,10,2,0,2016-04-03
nba-shaun-livingston,16.4,9,2,1,2,2,1,2016-04-05
nba-shaun-livingston,13.7,8,1,0,3,0,0,2016-04-07
nba-shaun-livingston,12.2,4,1,2,2,0,0,2016-04-09
nba-shaun-livingston,1.5,0,0,0,1,0,0,2016-04-10
nba-shaun-livingston,10.1,2,3,1,1,1,1,2016-04-13
nba-shaun-livingston,8.7,4,1,0,3,1,0,current
nba-joe-johnson,24.8,14,4,0,4,0,0,2015-10-28
nba-joe-johnson,26.8,15,4,0,8,5,0,2015-10-30
nba-joe-johnson,25.2,12,6,0,6,3,0,2015-10-31
nba-joe-johnson,17.4,11,2,0,4,2,0,2015-11-02
nba-joe-johnson,24.9,10,7,0,5,1,0,2015-11-04
nba-joe-johnson,20.0,12,0,2,2,1,1,2015-11-06
nba-joe-johnson,27.6,17,3,1,4,1,0,2015-11-07
nba-joe-johnson,50.7,27,6,2,11,6,1,2015-11-11
nba-joe-johnson,44.0,22,5,3,8,2,0,2015-11-13
nba-joe-johnson,13.3,2,4,0,7,4,0,2015-11-14
nba-joe-johnson,31.6,22,3,2,2,3,1,2015-11-17
nba-joe-johnson,21.1,13,3,1,3,2,0,2015-11-18
nba-joe-johnson,31.4,14,7,1,6,2,0,2015-11-20
nba-joe-johnson,28.0,13,5,1,6,2,0,2015-11-22
nba-joe-johnson,3.7,3,1,0,1,2,0,2015-11-25
nba-joe-johnson,25.3,16,4,1,3,2,0,2015-11-28
nba-joe-johnson,20.2,6,6,0,6,2,0,2015-11-29
nba-joe-johnson,12.1,9,3,0,1,2,0,2015-12-01
nba-joe-johnson,22.6,13,3,0,4,0,0,2015-12-04
nba-joe-johnson,14.9,13,2,0,1,2,0,2015-12-06
nba-joe-johnson,20.2,5,6,0,6,1,0,2015-12-08
nba-joe-johnson,24.0,8,5,1,6,1,0,2015-12-10
nba-joe-johnson,25.6,15,3,1,4,1,0,2015-12-12
nba-joe-johnson,28.9,18,2,1,5,1,0,2015-12-14
nba-joe-johnson,20.5,11,0,3,3,1,0,2015-12-16
nba-joe-johnson,16.4,9,2,3,2,4,0,2015-12-18
nba-joe-johnson,28.5,10,10,1,3,0,0,2015-12-20
nba-joe-johnson,20.8,9,4,1,4,1,0,2015-12-21
nba-joe-johnson,17.5,9,5,0,3,2,0,2015-12-23
nba-joe-johnson,9.0,7,0,0,2,1,0,2015-12-26
nba-joe-johnson,5.7,4,1,0,1,1,0,2015-12-28
nba-joe-johnson,11.6,7,3,1,0,1,0,2015-12-30
nba-joe-johnson,6.9,3,2,0,1,0,0,2016-01-02
nba-joe-johnson,26.8,17,4,1,4,3,0,2016-01-04
nba-joe-johnson,36.5,22,5,0,7,2,0,2016-01-06
nba-joe-johnson,15.7,13,1,0,1,0,0,2016-01-08
nba-joe-johnson,27.1,17,3,2,3,2,0,2016-01-09
nba-joe-johnson,28.6,18,3,2,2,0,0,2016-01-11
nba-joe-johnson,19.6,16,3,0,0,0,0,2016-01-13
nba-joe-johnson,14.2,5,6,1,4,6,0,2016-01-15
nba-joe-johnson,5.9,5,2,0,1,3,0,2016-01-16
nba-joe-johnson,39.3,20,4,2,9,3,0,2016-01-18
nba-joe-johnson,20.1,17,3,2,1,6,0,2016-01-20
nba-joe-johnson,27.1,12,3,2,5,0,0,2016-01-22
nba-joe-johnson,22.3,15,4,0,3,2,0,2016-01-24
nba-joe-johnson,36.0,24,5,0,4,2,1,2016-01-26
nba-joe-johnson,27.8,8,9,1,6,2,0,2016-01-29
nba-joe-johnson,24.3,19,4,1,1,3,0,2016-01-30
nba-joe-johnson,12.3,6,4,1,3,5,0,2016-02-01
nba-joe-johnson,21.9,11,2,1,5,1,0,2016-02-03
nba-joe-johnson,15.9,7,2,1,3,0,0,2016-02-05
nba-joe-johnson,39.4,16,7,0,10,0,0,2016-02-06
nba-joe-johnson,21.2,20,1,0,2,3,0,2016-02-08
nba-joe-johnson,32.2,21,6,0,4,2,0,2016-02-10
nba-joe-johnson,15.2,4,6,0,4,2,0,2016-02-19
nba-joe-johnson,21.0,8,5,1,4,1,0,2016-02-21
nba-joe-johnson,36.3,28,4,0,5,4,0,2016-02-23
nba-joe-johnson,34.9,25,2,2,5,4,0,2016-02-25
nba-joe-johnson,16.9,5,2,1,5,0,0,2016-02-28
nba-joe-johnson,16.9,11,2,0,3,1,0,2016-03-01
nba-joe-johnson,21.5,14,5,1,1,2,0,2016-03-03
nba-joe-johnson,11.4,5,2,0,4,2,0,2016-03-04
nba-joe-johnson,18.1,12,3,0,3,2,0,2016-03-06
nba-joe-johnson,6.9,2,2,1,1,1,0,2016-03-09
nba-joe-johnson,24.0,13,0,2,6,2,0,2016-03-11
nba-joe-johnson,12.5,9,0,0,3,1,0,2016-03-12
nba-joe-johnson,15.1,6,3,0,5,2,0,2016-03-14
nba-joe-johnson,24.6,13,3,0,4,0,1,2016-03-17
nba-joe-johnson,17.5,13,5,0,1,3,0,2016-03-19
nba-joe-johnson,14.6,8,3,0,2,0,0,2016-03-22
nba-joe-johnson,30.6,19,8,0,4,4,0,2016-03-23
nba-joe-johnson,36.9,13,7,1,9,0,0,2016-03-25
nba-joe-johnson,30.0,14,5,2,8,6,0,2016-03-28
nba-joe-johnson,-0.1,0,2,0,1,4,0,2016-03-30
nba-joe-johnson,11.1,3,3,0,5,3,0,2016-04-01
nba-joe-johnson,26.6,14,3,0,6,0,0,2016-04-02
nba-joe-johnson,26.6,15,3,4,2,3,0,2016-04-05
nba-joe-johnson,29.6,12,3,2,8,2,0,2016-04-07
nba-joe-johnson,21.6,14,3,0,4,2,0,2016-04-08
nba-joe-johnson,21.3,10,4,1,5,3,0,2016-04-10
nba-joe-johnson,17.8,14,4,0,0,1,0,2016-04-13
nba-joe-johnson,14.9,13,2,0,1,2,0,current
nba-tyler-johnson,5.9,3,2,0,1,1,0,2015-10-28
nba-tyler-johnson,0.5,0,0,0,1,1,0,2015-10-30
nba-tyler-johnson,12.3,2,4,1,1,0,1,2015-11-01
nba-tyler-johnson,20.1,12,3,1,1,1,1,2015-11-03
nba-tyler-johnson,14.1,10,3,0,1,1,0,2015-11-05
nba-tyler-johnson,18.1,8,3,1,3,0,0,2015-11-06
nba-tyler-johnson,13.9,7,2,2,1,1,0,2015-11-10
nba-tyler-johnson,17.7,8,1,2,3,0,0,2015-11-17
nba-tyler-johnson,28.1,19,3,1,3,1,0,2015-11-19
nba-tyler-johnson,14.8,4,4,1,2,1,1,2015-11-21
nba-tyler-johnson,9.1,0,3,0,3,1,1,2015-11-23
nba-tyler-johnson,4.5,4,0,0,1,1,0,2015-11-25
nba-tyler-johnson,6.7,5,1,0,1,1,0,2015-11-27
nba-tyler-johnson,15.2,10,1,1,2,1,0,2015-12-03
nba-tyler-johnson,29.3,17,4,1,3,3,2,2015-12-05
nba-tyler-johnson,11.4,4,2,0,2,0,1,2015-12-07
nba-tyler-johnson,22.3,13,4,0,3,0,0,2015-12-16
nba-tyler-johnson,9.0,6,0,1,2,2,0,2016-01-03
nba-tyler-johnson,9.6,8,3,0,0,2,0,2016-01-04
nba-tyler-johnson,23.1,13,3,0,5,1,0,2016-01-08
nba-tyler-johnson,11.1,6,3,0,3,3,0,2016-01-09
nba-tyler-johnson,0.0,0,0,0,0,0,0,2016-01-11
nba-tyler-johnson,29.1,11,8,1,3,0,1,2016-01-13
nba-tyler-johnson,16.3,8,4,0,3,1,0,2016-01-15
nba-tyler-johnson,22.6,8,8,1,2,0,0,2016-01-17
nba-tyler-johnson,10.3,3,4,2,1,3,0,2016-01-19
nba-tyler-johnson,30.0,19,5,1,2,2,1,2016-01-20
nba-tyler-johnson,24.4,10,7,1,2,1,1,2016-01-22
nba-tyler-johnson,26.4,20,2,1,2,3,1,2016-03-14
nba-tyler-johnson,13.1,8,3,0,1,0,0,2016-03-19
nba-tyler-johnson,20.9,14,2,0,5,3,0,2016-03-23
nba-tyler-johnson,18.4,9,2,1,2,2,2,2016-03-25
nba-tyler-johnson,25.2,16,6,0,4,4,0,2016-03-30
nba-tyler-johnson,20.8,8,4,2,4,4,1,2016-04-01
nba-tyler-johnson,26.8,15,4,1,4,1,0,2016-04-07
nba-tyler-johnson,11.2,6,1,1,2,1,0,2016-04-08
nba-tyler-johnson,17.8,8,4,1,2,0,0,current
nba-marreese-speights,15.0,8,5,2,0,3,0,2015-10-27
nba-marreese-speights,8.1,2,3,0,1,1,1,2015-10-30
nba-marreese-speights,19.6,13,3,0,2,2,1,2015-10-31
nba-marreese-speights,41.8,25,9,2,0,0,1,2015-11-02
nba-marreese-speights,16.0,7,5,0,2,0,0,2015-11-04
nba-marreese-speights,28.0,16,5,0,4,0,0,2015-11-06
nba-marreese-speights,11.4,11,2,0,0,2,0,2015-11-07
nba-marreese-speights,14.1,6,3,0,3,0,0,2015-11-09
nba-marreese-speights,3.0,0,0,1,0,3,2,2015-11-11
nba-marreese-speights,18.3,10,4,0,1,0,1,2015-11-12
nba-marreese-speights,14.6,5,3,2,0,0,1,2015-11-14
nba-marreese-speights,7.6,4,3,0,0,0,0,2015-11-17
nba-marreese-speights,3.2,4,1,0,0,2,0,2015-11-19
nba-marreese-speights,2.2,2,1,0,0,1,0,2015-11-27
nba-marreese-speights,21.4,15,2,0,2,1,1,2015-11-28
nba-marreese-speights,19.4,8,2,0,2,0,3,2015-11-30
nba-marreese-speights,6.2,5,1,0,0,0,0,2015-12-02
nba-marreese-speights,15.1,4,8,0,1,0,0,2015-12-05
nba-marreese-speights,5.2,6,1,0,0,2,0,2015-12-06
nba-marreese-speights,14.5,8,5,0,1,1,0,2015-12-11
nba-marreese-speights,8.4,5,2,0,2,4,1,2015-12-12
nba-marreese-speights,23.0,13,5,0,2,1,1,2015-12-16
nba-marreese-speights,17.8,15,4,0,0,2,0,2015-12-23
nba-marreese-speights,10.7,8,1,0,1,0,0,2015-12-25
nba-marreese-speights,16.0,6,5,0,0,0,2,2015-12-28
nba-marreese-speights,12.6,5,3,1,0,0,1,2015-12-30
nba-marreese-speights,2.4,2,2,0,0,2,0,2015-12-31
nba-marreese-speights,14.0,7,5,0,0,1,1,2016-01-02
nba-marreese-speights,11.9,7,2,0,1,1,1,2016-01-04
nba-marreese-speights,9.2,5,1,0,2,2,1,2016-01-05
nba-marreese-speights,1.2,2,1,0,0,2,0,2016-01-08
nba-marreese-speights,16.5,9,5,0,1,2,1,2016-01-09
nba-marreese-speights,5.6,2,3,0,0,0,0,2016-01-11
nba-marreese-speights,7.2,3,1,0,2,0,0,2016-01-13
nba-marreese-speights,13.1,7,3,0,3,2,0,2016-01-14
nba-marreese-speights,7.2,6,1,0,0,0,0,2016-01-18
nba-marreese-speights,14.7,10,1,0,1,0,1,2016-01-22
nba-marreese-speights,2.2,1,1,0,0,0,0,2016-01-25
nba-marreese-speights,29.0,12,10,0,2,0,1,2016-01-27
nba-marreese-speights,17.0,12,5,1,0,3,0,2016-01-30
nba-marreese-speights,15.5,4,5,0,1,0,2,2016-01-31
nba-marreese-speights,22.3,14,4,0,1,0,1,2016-02-03
nba-marreese-speights,27.9,17,7,0,3,2,0,2016-02-06
nba-marreese-speights,4.4,2,2,0,0,0,0,2016-02-10
nba-marreese-speights,15.2,8,6,0,0,0,0,2016-02-19
nba-marreese-speights,5.2,4,1,0,0,0,0,2016-02-20
nba-marreese-speights,7.0,3,0,0,4,2,0,2016-02-22
nba-marreese-speights,25.4,12,7,0,2,0,1,2016-02-24
nba-marreese-speights,13.0,6,5,0,0,1,1,2016-02-25
nba-marreese-speights,4.0,2,0,1,0,0,0,2016-02-27
nba-marreese-speights,5.4,5,2,0,0,2,0,2016-03-01
nba-marreese-speights,20.0,9,5,2,0,1,1,2016-03-03
nba-marreese-speights,20.5,13,5,0,1,0,0,2016-03-06
nba-marreese-speights,11.2,4,6,0,0,0,0,2016-03-07
nba-marreese-speights,25.9,14,7,1,3,3,0,2016-03-09
nba-marreese-speights,10.5,4,5,0,1,1,0,2016-03-11
nba-marreese-speights,10.2,3,6,1,0,2,0,2016-03-12
nba-marreese-speights,8.4,7,2,0,0,1,0,2016-03-14
nba-marreese-speights,13.8,1,4,1,0,0,3,2016-03-16
nba-marreese-speights,1.0,0,0,1,0,1,0,2016-03-18
nba-marreese-speights,4.2,4,1,0,0,3,1,2016-03-19
nba-marreese-speights,7.7,4,1,1,1,1,0,2016-03-21
nba-marreese-speights,18.4,15,2,0,0,1,1,2016-03-23
nba-marreese-speights,17.7,6,6,0,3,0,0,2016-03-25
nba-marreese-speights,7.7,6,1,0,1,1,0,2016-03-27
nba-marreese-speights,18.1,14,3,0,1,1,0,2016-03-30
nba-marreese-speights,7.2,3,1,0,2,0,0,2016-04-01
nba-marreese-speights,20.8,12,4,2,0,0,0,2016-04-03
nba-marreese-speights,4.5,2,0,0,1,1,1,2016-04-05
